"LOCATION"	"STRAND"	"LENGTH"	"PID"	"GENE"	"SYNNYM"	"CODE"	"COG"	"PRODUCT"	"CHRM"	"ORG"
"590040..592628"	"-"	862	6323817	"PAH1"	"YMR165C"	"-"	"-"	"phosphatidate phosphatase PAH1"	13	2
"593367..594473"	"-"	368	6323818	"-"	"YMR166C"	"-"	"-"	"hypothetical protein"	13	2
"594886..597195"	"+"	769	6323819	"MLH1"	"YMR167W"	"-"	"-"	"mismatch repair ATPase MLH1"	13	2
"597332..599158"	"-"	608	6323820	"CEP3"	"YMR168C"	"-"	"-"	"Cep3p"	13	2
"599352..600872"	"-"	506	6323821	"ALD3"	"YMR169C"	"-"	"-"	"aldehyde dehydrogenase (NAD(+)) ALD3"	13	2
"601562..603082"	"-"	506	6323822	"ALD2"	"YMR170C"	"-"	"-"	"aldehyde dehydrogenase (NAD(+)) ALD2"	13	2
"603868..605520"	"-"	550	6323823	"EAR1"	"YMR171C"	"-"	"-"	"Ear1p"	13	2
"605981..608140"	"+"	719	6323824	"HOT1"	"YMR172W"	"-"	"-"	"Hot1p"	13	2
"608689..609981"	"+"	430	6323826	"DDR48"	"YMR173W"	"-"	"-"	"DNA damage-responsive protein 48"	13	2
"610159..610365"	"-"	68	6323828	"PAI3"	"YMR174C"	"-"	"-"	"Pai3p"	13	2
"611016..611255"	"+"	79	6323829	"SIP18"	"YMR175W"	"-"	"-"	"Sip18p"	13	2
"611314..611508"	"+"	64	33438855	"-"	"YMR175W-A"	"-"	"-"	"hypothetical protein"	13	2
"611740..615975"	"+"	1411	6323830	"ECM5"	"YMR176W"	"-"	"-"	"Ecm5p"	13	2
"616566..618098"	"+"	510	6323831	"MMT1"	"YMR177W"	"-"	"-"	"Mmt1p"	13	2
"461..4684"	"-"	1374	6323502	"-"	"YML133C"	"-"	"-"	"Y' element ATP-dependent helicase"	13	2
"7244..8383"	"+"	379	6323503	"COS3"	"YML132W"	"-"	"-"	"Cos3p"	13	2
"10198..11295"	"+"	365	6323504	"-"	"YML131W"	"-"	"-"	"hypothetical protein"	13	2
"11483..13174"	"-"	563	6323505	"ERO1"	"YML130C"	"-"	"-"	"Ero1p"	13	2
"14541..14753"	"-"	70	6323506	"COX14"	"YML129C"	"-"	"-"	"Cox14p"	13	2
"15135..16676"	"-"	513	6323507	"MSC1"	"YML128C"	"-"	"-"	"Msc1p"	13	2
"17064..18809"	"+"	581	6323508	"RSC9"	"YML127W"	"-"	"-"	"Rsc9p"	13	2
"19060..20535"	"-"	491	6323509	"ERG13"	"YML126C"	"-"	"-"	"hydroxymethylglutaryl-CoA synthase"	13	2
"20761..21699"	"-"	312	6323510	"PGA3"	"YML125C"	"-"	"-"	"Pga3p"	13	2
"22048..23683"	"-"	445	6323511	"TUB3"	"YML124C"	"-"	"-"	"Tub3p"	13	2
"24037..25800"	"-"	587	6323512	"PHO84"	"YML123C"	"-"	"-"	"Pho84p"	13	2
"26930..27862"	"+"	310	6323514	"GTR1"	"YML121W"	"-"	"-"	"Gtr1p"	13	2
"28266..29807"	"-"	513	6323515	"NDI1"	"YML120C"	"-"	"-"	"NADH-ubiquinone reductase (H(+)-translocating) NDI1"	13	2
"30611..31684"	"+"	357	6323516	"-"	"YML119W"	"-"	"-"	"hypothetical protein"	13	2
"32334..33851"	"+"	505	6323517	"NGL3"	"YML118W"	"-"	"-"	"Ngl3p"	13	2
"397903..399459"	"+"	518	6323709	"AEP1"	"YMR064W"	"-"	"-"	"Aep1p"	13	2
"399702..401216"	"+"	504	6323710	"KAR5"	"YMR065W"	"-"	"-"	"Kar5p"	13	2
"401541..404237"	"+"	898	6323711	"SOV1"	"YMR066W"	"-"	"-"	"Sov1p"	13	2
"404323..405573"	"-"	416	6323712	"UBX4"	"YMR067C"	"-"	"-"	"Ubx4p"	13	2
"406304..407584"	"+"	426	6323713	"AVO2"	"YMR068W"	"-"	"-"	"Avo2p"	13	2
"407709..408566"	"+"	285	6323714	"NAT4"	"YMR069W"	"-"	"-"	"Nat4p"	13	2
"409154..410626"	"+"	490	6323715	"MOT3"	"YMR070W"	"-"	"-"	"Mot3p"	13	2
"410762..411265"	"-"	167	6323716	"TVP18"	"YMR071C"	"-"	"-"	"Tvp18p"	13	2
"411569..412120"	"+"	183	6323717	"ABF2"	"YMR072W"	"-"	"-"	"Abf2p"	13	2
"412268..412873"	"-"	201	6323718	"IRC21"	"YMR073C"	"-"	"-"	"Irc21p"	13	2
"413036..413473"	"-"	145	6323719	"-"	"YMR074C"	"-"	"-"	"hypothetical protein"	13	2
"413982..416036"	"+"	684	6323720	"RCO1"	"YMR075W"	"-"	"-"	"Rco1p"	13	2
"416196..420029"	"-"	1277	6323722	"PDS5"	"YMR076C"	"-"	"-"	"Pds5p"	13	2
"421484..422149"	"-"	221	6323723	"VPS20"	"YMR077C"	"-"	"-"	"Vps20p"	13	2
"422503..424728"	"-"	741	6323724	"CTF18"	"YMR078C"	"-"	"-"	"Ctf18p"	13	2
"424989..426059"	"+"	304	6323725	"SEC14"	"YMR079W"	"-"	"-"	"Sec14p"	13	2
"426712..429627"	"-"	971	6323726	"NAM7"	"YMR080C"	"-"	"-"	"ATP-dependent RNA helicase NAM7"	13	2
"430079..431095"	"-"	338	6323727	"ISF1"	"YMR081C"	"-"	"-"	"Isf1p"	13	2
"434788..435915"	"+"	375	6323729	"ADH3"	"YMR083W"	"-"	"-"	"alcohol dehydrogenase ADH3"	13	2
"436628..437416"	"+"	262	6323730	"-"	"YMR084W"	"-"	"-"	"hypothetical protein"	13	2
"437491..438789"	"+"	432	6323731	"-"	"YMR085W"	"-"	"-"	"hypothetical protein"	13	2
"439208..442090"	"+"	960	6323732	"SEG1"	"YMR086W"	"-"	"-"	"Seg1p"	13	2
"442527..443381"	"+"	284	6323734	"-"	"YMR087W"	"-"	"-"	"hypothetical protein"	13	2
"443414..445102"	"-"	562	6323735	"VBA1"	"YMR088C"	"-"	"-"	"Vba1p"	13	2
"445609..448086"	"-"	825	6323736	"YTA12"	"YMR089C"	"-"	"-"	"m-AAA protease subunit YTA12"	13	2
"449245..449928"	"+"	227	6323737	"-"	"YMR090W"	"-"	"-"	"hypothetical protein"	13	2
"450058..451365"	"-"	435	6323738	"NPL6"	"YMR091C"	"-"	"-"	"Npl6p"	13	2
"451632..453479"	"-"	615	6323739	"AIP1"	"YMR092C"	"-"	"-"	"Aip1p"	13	2
"454015..455556"	"+"	513	6323740	"UTP15"	"YMR093W"	"-"	"-"	"Utp15p"	13	2
"455825..457261"	"+"	478	6323741	"CTF13"	"YMR094W"	"-"	"-"	"Ctf13p"	13	2
"457285..457959"	"-"	224	6323742	"SNO1"	"YMR095C"	"-"	"-"	"Sno1p"	13	2
"458408..459301"	"+"	297	6323743	"SNZ1"	"YMR096W"	"-"	"-"	"Snz1p"	13	2
"459424..460527"	"-"	367	6323744	"MTG1"	"YMR097C"	"-"	"-"	"Mtg1p"	13	2
"460771..462609"	"-"	612	6323745	"ATP25"	"YMR098C"	"-"	"-"	"Atp25p"	13	2
"463934..464827"	"-"	297	6323746	"-"	"YMR099C"	"-"	"-"	"glucose-6-phosphate 1-epimerase"	13	2
"466300..468162"	"+"	620	6323747	"MUB1"	"YMR100W"	"-"	"-"	"Mub1p"	13	2
"468445..469476"	"-"	343	6323748	"SRT1"	"YMR101C"	"-"	"-"	"Srt1p"	13	2
"469848..472352"	"-"	834	6323749	"-"	"YMR102C"	"-"	"-"	"hypothetical protein"	13	2
"473420..475453"	"-"	677	6323751	"YPK2"	"YMR104C"	"-"	"-"	"Ypk2p"	13	2
"475897..477606"	"-"	569	6323752	"PGM2"	"YMR105C"	"-"	"-"	"phosphoglucomutase PGM2"	13	2
"478064..478258"	"+"	64	33438854	"-"	"YMR105W-A"	"-"	"-"	"hypothetical protein"	13	2
"478301..480190"	"-"	629	6323753	"YKU80"	"YMR106C"	"-"	"-"	"Yku80p"	13	2
"483014..483361"	"+"	115	6323754	"SPG4"	"YMR107W"	"-"	"-"	"Spg4p"	13	2
"484084..486147"	"+"	687	6323755	"ILV2"	"YMR108W"	"-"	"-"	"acetolactate synthase catalytic subunit"	13	2
"486587..490246"	"+"	1219	6323756	"MYO5"	"YMR109W"	"-"	"-"	"myosin 5"	13	2
"490394..491992"	"-"	532	6323757	"HFD1"	"YMR110C"	"-"	"-"	"Hfd1p"	13	2
"492404..493792"	"-"	462	6323758	"-"	"YMR111C"	"-"	"-"	"hypothetical protein"	13	2
"494100..494495"	"-"	131	6323759	"MED11"	"YMR112C"	"-"	"-"	"Med11p"	13	2
"494999..496282"	"+"	427	6323760	"FOL3"	"YMR113W"	"-"	"-"	"dihydrofolate synthase"	13	2
"496343..497449"	"-"	368	6323761	"-"	"YMR114C"	"-"	"-"	"hypothetical protein"	13	2
"497704..499209"	"+"	501	6323762	"MGR3"	"YMR115W"	"-"	"-"	"Mgr3p"	13	2
"499456..500688"	"-"	319	6323763	"ASC1"	"YMR116C"	"-"	"-"	"Asc1p"	13	2
"501250..501891"	"-"	213	6323764	"SPC24"	"YMR117C"	"-"	"-"	"Spc24p"	13	2
"502144..502734"	"-"	196	6323765	"SHH3"	"YMR118C"	"-"	"-"	"protein SHH3"	13	2
"505333..507207"	"+"	624	6323766	"ASI1"	"YMR119W"	"-"	"-"	"putative ubiquitin-protein ligase ASI1"	13	2
"507502..509280"	"-"	592	6323768	"ADE17"	"YMR120C"	"-"	"-"	"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE17"	13	2
"509734..510348"	"-"	204	6323769	"RPL15B"	"YMR121C"	"-"	"-"	"ribosomal 60S subunit protein L15B"	13	2
"511315..511569"	"+"	84	9755340	"-"	"YMR122W-A"	"-"	"-"	"hypothetical protein"	13	2
"513593..513961"	"+"	122	6323771	"PKR1"	"YMR123W"	"-"	"-"	"Pkr1p"	13	2
"514456..517287"	"+"	943	6323772	"-"	"YMR124W"	"-"	"-"	"hypothetical protein"	13	2
"517539..520446"	"+"	861	6579194	"STO1"	"YMR125W"	"-"	"-"	"Sto1p"	13	2
"520761..521789"	"-"	342	6323774	"DLT1"	"YMR126C"	"-"	"-"	"Dlt1p"	13	2
"522329..523345"	"-"	338	6323775	"SAS2"	"YMR127C"	"-"	"-"	"Sas2p"	13	2
"523696..527499"	"+"	1267	6323776	"ECM16"	"YMR128W"	"-"	"-"	"Ecm16p"	13	2
"117349..118809"	"+"	486	6324052	"MET2"	"YNL277W"	"-"	"-"	"homoserine O-acetyltransferase"	14	2
"119268..120998"	"+"	576	6324054	"BOR1"	"YNL275W"	"-"	"-"	"Bor1p"	14	2
"121118..122170"	"-"	350	6324055	"GOR1"	"YNL274C"	"-"	"-"	"Gor1p"	14	2
"122883..126599"	"+"	1238	6324056	"TOF1"	"YNL273W"	"-"	"-"	"Tof1p"	14	2
"126805..129084"	"-"	759	6324057	"SEC2"	"YNL272C"	"-"	"-"	"Sec2p"	14	2
"129522..135383"	"-"	1953	330443692	"BNI1"	"YNL271C"	"-"	"-"	"Bni1p"	14	2
"135940..137661"	"-"	573	6324059	"ALP1"	"YNL270C"	"-"	"-"	"Alp1p"	14	2
"137699..138094"	"+"	131	6324060	"BSC4"	"YNL269W"	"-"	"-"	"Bsc4p"	14	2
"138550..140385"	"+"	611	6324061	"LYP1"	"YNL268W"	"-"	"-"	"Lyp1p"	14	2
"140878..144078"	"+"	1066	6324062	"PIK1"	"YNL267W"	"-"	"-"	"1-phosphatidylinositol 4-kinase"	14	2
"144280..145281"	"-"	298	6324064	"IST1"	"YNL265C"	"-"	"-"	"Ist1p"	14	2
"145563..146615"	"-"	350	6324065	"PDR17"	"YNL264C"	"-"	"-"	"Pdr17p"	14	2
"146896..147840"	"-"	314	6324066	"YIF1"	"YNL263C"	"-"	"-"	"Yif1p"	14	2
"148212..154880"	"+"	2222	6324067	"POL2"	"YNL262W"	"-"	"-"	"Pol2p"	14	2
"774792..776300"	"-"	502	398365901	"-"	"YNR073C"	"-"	"-"	"putative mannitol dehydrogenase"	14	2
"777602..778738"	"-"	378	6324402	"AIF1"	"YNR074C"	"-"	"-"	"Aif1p"	14	2
"779916..781040"	"+"	374	6324403	"COS10"	"YNR075W"	"-"	"-"	"Cos10p"	14	2
"781511..781603"	"-"	30	398365925	"-"	"YNR075C-A"	"-"	"-"	"hypothetical protein"	14	2
"781918..782280"	"+"	120	398365931	"PAU6"	"YNR076W"	"-"	"-"	"Pau6p"	14	2
"783287..783541"	"-"	84	392861358	"-"	"YNR077C"	"-"	"-"	"hypothetical protein"	14	2
"371..6098"	"-"	1859	6323990	"YRF1-6"	"YNL339C"	"-"	"-"	"Y' element ATP-dependent helicase protein 1 copy 6"	14	2
"8330..9475"	"+"	381	6323993	"COS1"	"YNL336W"	"-"	"-"	"Cos1p"	14	2
"11452..12129"	"+"	225	6323994	"DDI3"	"YNL335W"	"-"	"-"	"Ddi3p"	14	2
"12208..12876"	"-"	222	6323995	"SNO2"	"YNL334C"	"-"	"-"	"Sno2p"	14	2
"13267..14163"	"+"	298	6323996	"SNZ2"	"YNL333W"	"-"	"-"	"Snz2p"	14	2
"14832..15854"	"+"	340	6323997	"THI12"	"YNL332W"	"-"	"-"	"Thi12p"	14	2
"16118..17248"	"-"	376	6323998	"AAD14"	"YNL331C"	"-"	"-"	"Aad14p"	14	2
"18001..19302"	"-"	433	6323999	"RPD3"	"YNL330C"	"-"	"-"	"Rpd3p"	14	2
"19541..22633"	"-"	1030	6324000	"PEX6"	"YNL329C"	"-"	"-"	"AAA family ATPase peroxin 6"	14	2
"22834..23274"	"-"	146	6324001	"MDJ2"	"YNL328C"	"-"	"-"	"Mdj2p"	14	2
"24048..27173"	"+"	1041	330443690	"EGT2"	"YNL327W"	"-"	"-"	"Egt2p"	14	2
"27337..28347"	"-"	336	6324003	"PFA3"	"YNL326C"	"-"	"-"	"Pfa3p"	14	2
"28739..31378"	"-"	879	6324005	"FIG4"	"YNL325C"	"-"	"-"	"phosphatidylinositol-3,5-bisphosphate 5-phosphatase"	14	2
"31944..33188"	"+"	414	6324006	"LEM3"	"YNL323W"	"-"	"-"	"Lem3p"	14	2
"33294..34235"	"-"	313	6324007	"KRE1"	"YNL322C"	"-"	"-"	"Kre1p"	14	2
"34696..37422"	"+"	908	6324008	"VNX1"	"YNL321W"	"-"	"-"	"Vnx1p"	14	2
"37700..38554"	"+"	284	6324009	"-"	"YNL320W"	"-"	"-"	"hypothetical protein"	14	2
"38707..40329"	"-"	540	6324011	"HXT14"	"YNL318C"	"-"	"-"	"Hxt14p"	14	2
"40619..42016"	"+"	465	6324012	"PFS2"	"YNL317W"	"-"	"-"	"Pfs2p"	14	2
"42071..43075"	"-"	334	37362685	"PHA2"	"YNL316C"	"-"	"-"	"prephenate dehydratase PHA2"	14	2
"43324..44280"	"-"	318	6324014	"ATP11"	"YNL315C"	"-"	"-"	"Atp11p"	14	2
"44447..45214"	"+"	255	6324015	"DAL82"	"YNL314W"	"-"	"-"	"Dal82p"	14	2
"45308..48022"	"-"	904	6324016	"EMW1"	"YNL313C"	"-"	"-"	"Emw1p"	14	2
"48287..49216"	"+"	273	6324017	"RFA2"	"YNL312W"	"-"	"-"	"Rfa2p"	14	2
"49397..51688"	"-"	763	6324018	"SKP2"	"YNL311C"	"-"	"-"	"putative SCF ubiquitin ligase complex subunit SKP2"	14	2
"51907..52431"	"-"	174	99030930	"ZIM17"	"YNL310C"	"-"	"-"	"Zim17p"	14	2
"52662..53924"	"+"	420	37362686	"STB1"	"YNL309W"	"-"	"-"	"Stb1p"	14	2
"54122..55897"	"-"	591	6324021	"KRI1"	"YNL308C"	"-"	"-"	"Kri1p"	14	2
"56446..57573"	"-"	375	6324022	"MCK1"	"YNL307C"	"-"	"-"	"Mck1p"	14	2
"58155..58808"	"+"	217	6324023	"MRPS18"	"YNL306W"	"-"	"-"	"mitochondrial 37S ribosomal protein YmS18"	14	2
"58898..59791"	"-"	297	6324024	"BXI1"	"YNL305C"	"-"	"-"	"Bxi1p"	14	2
"60297..61550"	"+"	417	82795261	"YPT11"	"YNL304W"	"-"	"-"	"Ypt11p"	14	2
"61958..62943"	"-"	144	6324027	"RPS19B"	"YNL302C"	"-"	"-"	"ribosomal 40S subunit protein S19B"	14	2
"63570..64562"	"-"	186	6324028	"RPL18B"	"YNL301C"	"-"	"-"	"ribosomal 60S subunit protein L18B"	14	2
"65744..66052"	"+"	102	6324029	"TOS6"	"YNL300W"	"-"	"-"	"Tos6p"	14	2
"66517..68445"	"+"	642	81360384	"TRF5"	"YNL299W"	"-"	"-"	"non-canonical poly(A) polymerase TRF5"	14	2
"68915..71443"	"+"	842	6324031	"CLA4"	"YNL298W"	"-"	"-"	"Cla4p"	14	2
"71673..76583"	"-"	1636	6324033	"MON2"	"YNL297C"	"-"	"-"	"Mon2p"	14	2
"76946..78520"	"+"	524	6324034	"-"	"YNL295W"	"-"	"-"	"hypothetical protein"	14	2
"78659..80260"	"-"	533	6324035	"RIM21"	"YNL294C"	"-"	"-"	"Rim21p"	14	2
"80640..82541"	"+"	633	6324036	"MSB3"	"YNL293W"	"-"	"-"	"Msb3p"	14	2
"82806..84017"	"+"	403	6324037	"PUS4"	"YNL292W"	"-"	"-"	"pseudouridine synthase PUS4"	14	2
"84169..85815"	"-"	548	6324038	"MID1"	"YNL291C"	"-"	"-"	"Mid1p"	14	2
"86218..87240"	"+"	340	6324039	"RFC3"	"YNL290W"	"-"	"-"	"replication factor C subunit 3"	14	2
"87897..88736"	"+"	279	6324040	"PCL1"	"YNL289W"	"-"	"-"	"Pcl1p"	14	2
"90303..91424"	"+"	373	6324041	"CAF40"	"YNL288W"	"-"	"-"	"CCR4-NOT core subunit CAF40"	14	2
"91994..94801"	"+"	935	6324042	"SEC21"	"YNL287W"	"-"	"-"	"Sec21p"	14	2
"95223..96080"	"+"	285	6324043	"CUS2"	"YNL286W"	"-"	"-"	"Cus2p"	14	2
"96964..102232"	"-"	1755	7839194	"-"	"YNL284C-B"	"-"	"-"	"gag-pol fusion protein"	14	2
"100910..102232"	"-"	440	7839193	"-"	"YNL284C-A"	"-"	"-"	"gag protein"	14	2
"103134..104102"	"-"	322	6324045	"MRPL10"	"YNL284C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL10/YmL18"	14	2
"105184..106695"	"-"	503	6324046	"WSC2"	"YNL283C"	"-"	"-"	"Wsc2p"	14	2
"107687..108274"	"+"	195	6324047	"POP3"	"YNL282W"	"-"	"-"	"Pop3p"	14	2
"108467..108928"	"+"	153	6324048	"HCH1"	"YNL281W"	"-"	"-"	"Hch1p"	14	2
"109095..110411"	"-"	438	6324049	"ERG24"	"YNL280C"	"-"	"-"	"delta(14)-sterol reductase"	14	2
"110917..112902"	"+"	661	6324050	"PRM1"	"YNL279W"	"-"	"-"	"Prm1p"	14	2
"113271..116453"	"+"	1060	6324051	"CAF120"	"YNL278W"	"-"	"-"	"Caf120p"	14	2
"116679..116867"	"+"	62	33438863	"-"	"YNL277W-A"	"-"	"-"	"hypothetical protein"	14	2
"642690..643439"	"+"	249	6324336	"NRM1"	"YNR009W"	"-"	"-"	"Nrm1p"	14	2
"643744..644193"	"+"	149	398365587	"CSE2"	"YNR010W"	"-"	"-"	"Cse2p"	14	2
"644320..646950"	"-"	876	6324338	"PRP2"	"YNR011C"	"-"	"-"	"DEAH-box RNA-dependent ATPase PRP2"	14	2
"647432..648937"	"+"	501	6324339	"URK1"	"YNR012W"	"-"	"-"	"uridine kinase URK1"	14	2
"649028..651712"	"-"	894	398365615	"PHO91"	"YNR013C"	"-"	"-"	"Pho91p"	14	2
"652465..653103"	"+"	212	398365619	"-"	"YNR014W"	"-"	"-"	"hypothetical protein"	14	2
"653387..654541"	"+"	384	6324342	"SMM1"	"YNR015W"	"-"	"-"	"Smm1p"	14	2
"654673..661374"	"-"	2233	6324343	"ACC1"	"YNR016C"	"-"	"-"	"acetyl-CoA carboxylase ACC1"	14	2
"662913..663581"	"+"	222	398365641	"TIM23"	"YNR017W"	"-"	"-"	"Tim23p"	14	2
"664270..664944"	"+"	224	6324345	"RCF2"	"YNR018W"	"-"	"-"	"Rcf2p"	14	2
"665339..667267"	"+"	642	6324346	"ARE2"	"YNR019W"	"-"	"-"	"Are2p"	14	2
"667410..668222"	"-"	270	398365655	"ATP23"	"YNR020C"	"-"	"-"	"Atp23p"	14	2
"668377..669591"	"+"	404	398365665	"-"	"YNR021W"	"-"	"-"	"hypothetical protein"	14	2
"669774..670193"	"-"	139	6324349	"MRPL50"	"YNR022C"	"-"	"-"	"mitochondrial 54S ribosomal protein MRPL50"	14	2
"670418..672118"	"+"	566	6324350	"SNF12"	"YNR023W"	"-"	"-"	"Snf12p"	14	2
"672409..672969"	"+"	186	398365679	"MPP6"	"YNR024W"	"-"	"-"	"Mpp6p"	14	2
"673274..674689"	"-"	471	6324353	"SEC12"	"YNR026C"	"-"	"-"	"Sec12p"	14	2
"674923..675876"	"+"	317	6324354	"BUD17"	"YNR027W"	"-"	"-"	"putative pyridoxal kinase BUD17"	14	2
"676177..677103"	"+"	308	398365695	"CPR8"	"YNR028W"	"-"	"-"	"peptidylprolyl isomerase family protein CPR8"	14	2
"677199..678488"	"-"	429	398365701	"-"	"YNR029C"	"-"	"-"	"hypothetical protein"	14	2
"678799..680454"	"+"	551	6324357	"ALG12"	"YNR030W"	"-"	"-"	"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"	14	2
"680694..685433"	"-"	1579	6324358	"SSK2"	"YNR031C"	"-"	"-"	"Ssk2p"	14	2
"686010..687116"	"+"	368	398365711	"PPG1"	"YNR032W"	"-"	"-"	"Ppg1p"	14	2
"687243..687464"	"-"	73	6324360	"HUB1"	"YNR032C-A"	"-"	"-"	"Hub1p"	14	2
"687635..689998"	"+"	787	6324361	"ABZ1"	"YNR033W"	"-"	"-"	"4-amino-4-deoxychorismate synthase"	14	2
"690321..691286"	"+"	321	398365725	"SOL1"	"YNR034W"	"-"	"-"	"Sol1p"	14	2
"692561..692857"	"+"	98	398365727	"-"	"YNR034W-A"	"-"	"-"	"hypothetical protein"	14	2
"693019..694047"	"-"	342	6324363	"ARC35"	"YNR035C"	"-"	"-"	"Arc35p"	14	2
"694361..694822"	"-"	153	6324364	"MRPS12"	"YNR036C"	"-"	"-"	"putative mitochondrial 37S ribosomal protein MRPS12"	14	2
"695052..695327"	"-"	91	398365753	"RSM19"	"YNR037C"	"-"	"-"	"mitochondrial 37S ribosomal protein RSM19"	14	2
"695595..697484"	"+"	629	6324366	"DBP6"	"YNR038W"	"-"	"-"	"Dbp6p"	14	2
"697614..699431"	"-"	605	6324367	"ZRG17"	"YNR039C"	"-"	"-"	"Zn(2+) transporter ZRG17"	14	2
"699690..700460"	"+"	256	398365763	"-"	"YNR040W"	"-"	"-"	"hypothetical protein"	14	2
"700541..701659"	"-"	372	398365767	"COQ2"	"YNR041C"	"-"	"-"	"4-hydroxybenzoate octaprenyltransferase"	14	2
"701895..703085"	"+"	396	6324371	"MVD1"	"YNR043W"	"-"	"-"	"diphosphomevalonate decarboxylase MVD1"	14	2
"703699..705876"	"+"	725	6324372	"AGA1"	"YNR044W"	"-"	"-"	"Aga1p"	14	2
"706139..707608"	"+"	489	398365785	"PET494"	"YNR045W"	"-"	"-"	"Pet494p"	14	2
"707788..708195"	"+"	135	6324374	"TRM112"	"YNR046W"	"-"	"-"	"Trm112p"	14	2
"708523..711204"	"+"	893	6324375	"FPK1"	"YNR047W"	"-"	"-"	"Fpk1p"	14	2
"711630..712811"	"+"	393	398365797	"-"	"YNR048W"	"-"	"-"	"hypothetical protein"	14	2
"713023..713655"	"-"	210	398365805	"MSO1"	"YNR049C"	"-"	"-"	"Mso1p"	14	2
"714048..715388"	"-"	446	6324378	"LYS9"	"YNR050C"	"-"	"-"	"saccharopine dehydrogenase (NADP+, L-glutamate-forming)"	14	2
"716780..718327"	"-"	515	6324379	"BRE5"	"YNR051C"	"-"	"-"	"Bre5p"	14	2
"719346..720647"	"-"	433	398365813	"POP2"	"YNR052C"	"-"	"-"	"Pop2p"	14	2
"721120..723112"	"-"	486	6324381	"NOG2"	"YNR053C"	"-"	"-"	"Nog2p"	14	2
"723356..724306"	"-"	316	6324382	"ESF2"	"YNR054C"	"-"	"-"	"Esf2p"	14	2
"728426..730186"	"-"	586	398365829	"HOL1"	"YNR055C"	"-"	"-"	"Hol1p"	14	2
"731618..733303"	"-"	561	398365833	"BIO5"	"YNR056C"	"-"	"-"	"Bio5p"	14	2
"733356..734069"	"-"	237	6324385	"BIO4"	"YNR057C"	"-"	"-"	"dethiobiotin synthase"	14	2
"734291..735733"	"+"	480	6324386	"BIO3"	"YNR058W"	"-"	"-"	"adenosylmethionine-8-amino-7-oxononanoate transaminase"	14	2
"736803..738545"	"+"	580	398365843	"MNT4"	"YNR059W"	"-"	"-"	"Mnt4p"	14	2
"739951..742110"	"+"	719	6324388	"FRE4"	"YNR060W"	"-"	"-"	"Fre4p"	14	2
"742881..743540"	"-"	219	6324389	"-"	"YNR061C"	"-"	"-"	"hypothetical protein"	14	2
"744360..745343"	"-"	327	398365857	"-"	"YNR062C"	"-"	"-"	"hypothetical protein"	14	2
"746943..748766"	"+"	607	398365861	"-"	"YNR063W"	"-"	"-"	"hypothetical protein"	14	2
"749136..750008"	"-"	290	6324392	"-"	"YNR064C"	"-"	"-"	"epoxide hydrolase"	14	2
"750350..753700"	"-"	1116	6324393	"-"	"YNR065C"	"-"	"-"	"hypothetical protein"	14	2
"753725..755035"	"-"	436	398365873	"-"	"YNR066C"	"-"	"-"	"hypothetical protein"	14	2
"755746..759099"	"-"	1117	6324395	"DSE4"	"YNR067C"	"-"	"-"	"Dse4p"	14	2
"760067..760885"	"-"	272	6324396	"-"	"YNR068C"	"-"	"-"	"hypothetical protein"	14	2
"761123..762592"	"-"	489	398365887	"BSC5"	"YNR069C"	"-"	"-"	"Bsc5p"	14	2
"765375..769376"	"+"	1333	398365893	"PDR18"	"YNR070W"	"-"	"-"	"ATP-binding cassette multidrug transporter PDR18"	14	2
"770440..771468"	"-"	342	6324399	"-"	"YNR071C"	"-"	"-"	"aldose 1-epimerase superfamily protein"	14	2
"772657..774351"	"+"	564	6324400	"HXT17"	"YNR072W"	"-"	"-"	"Hxt17p"	14	2
"515763..516713"	"-"	316	6324271	"-"	"YNL058C"	"-"	"-"	"hypothetical protein"	14	2
"517249..517842"	"+"	197	398365189	"OCA2"	"YNL056W"	"-"	"-"	"Oca2p"	14	2
"517994..518845"	"-"	283	6324273	"POR1"	"YNL055C"	"-"	"-"	"Por1p"	14	2
"519456..524706"	"+"	1749	530311798	"-"	"YNL054W-B"	"-"	"-"	"gag-pol fusion protein"	14	2
"519456..520778"	"+"	440	7839195	"-"	"YNL054W-A"	"-"	"-"	"gag protein"	14	2
"526086..529583"	"+"	1165	398365209	"VAC7"	"YNL054W"	"-"	"-"	"Vac7p"	14	2
"529942..531411"	"+"	489	398365219	"MSG5"	"YNL053W"	"-"	"-"	"Msg5p"	14	2
"531725..532186"	"+"	153	6324276	"COX5A"	"YNL052W"	"-"	"-"	"cytochrome c oxidase subunit Va"	14	2
"532659..533870"	"+"	403	6324277	"COG5"	"YNL051W"	"-"	"-"	"Cog5p"	14	2
"534079..534982"	"-"	270	398365239	"-"	"YNL050C"	"-"	"-"	"hypothetical protein"	14	2
"535281..537911"	"-"	876	6324279	"SFB2"	"YNL049C"	"-"	"-"	"Sfb2p"	14	2
"538173..539819"	"+"	548	6324280	"ALG11"	"YNL048W"	"-"	"-"	"alpha-1,2-mannosyltransferase ALG11"	14	2
"539911..541881"	"-"	656	398365255	"SLM2"	"YNL047C"	"-"	"-"	"Slm2p"	14	2
