gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b3430,1,48.6974914,G,glgC,431,glucose-1-phosphate adenylyltransferase,c,FALSE,R_GLGC,0,0,b3430
b3870,1,51.9035784,E,glnA,469,glutamine synthetase,c,FALSE,R_GLNS,1,0,( b3870  or  b1297 )
b0680,1,63.4776405,J,glnS,554,glutamyl-tRNA synthetase,c,TRUE,R_GLNTRS,0,0,b0680
b0811,1,27.1899784,ET,glnH,248,glutamine transporter subunit,cp,FALSE,R_GLNabcpp,0,2,( b0811  and  b0810  and  b0809 )
b0810,1,24.3641923,E,glnP,219,glutamine transporter subunit,cp,FALSE,R_GLNabcpp,0,2,( b0811  and  b0810  and  b0809 )
b0809,1,26.7308833,E,glnQ,240,glutamine transporter subunit,cp,FALSE,R_GLNabcpp,0,2,( b0811  and  b0810  and  b0809 )
b2091,1,37.3900057,ER,gatD,346,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",c,FALSE,R_GLTPD,0,0,b2091
b0242,1,39.0563651,E,proB,367,gamma-glutamate kinase,c,FALSE,R_GLU5K,0,0,b0242
b1492,1,55.0764544,E,gadC,511,glutamate:gamma-aminobutyric acid antiporter,cp,FALSE,R_GLUABUTt7pp,0,0,b1492
b2688,1,58.2690759,H,gshA,518,glutamate-cysteine ligase,c,FALSE,R_GLUCYS,0,0,b2688
b3517,1,52.6849818,E,gadA,466,"glutamate decarboxylase A, PLP-dependent",c,FALSE,R_GLUDC,1,0,( b3517  or  b1493 )
b1493,1,52.6679528,E,gadB,466,"glutamate decarboxylase B, PLP-dependent",c,FALSE,R_GLUDC,1,0,( b3517  or  b1493 )
b1761,1,48.5812213,E,gdhA,447,"glutamate dehydrogenase, NADP-specific",c,FALSE,R_GLUDy,0,0,b1761
b0485,1,32.9032069,E,glsA,310,glutaminase 1,c,FALSE,R_GLUN,2,0,( b1812  or  b0485  or  b1524 )
b1524,1,33.5154869,E,glsB,308,glutaminase 2,c,FALSE,R_GLUN,2,0,( b1812  or  b0485  or  b1524 )
b2312,1,56.487839,F,purF,505,amidophosphoribosyltransferase,c,FALSE,R_GLUPRT,0,0,b2312
b3967,1,31.0018295,M,murI,285,glutamate racemase,c,FALSE,R_GLUR,0,0,b3967
b3212,1,163.2963552,E,gltB,1486,"glutamate synthase, large subunit",c,FALSE,R_GLUSy,0,1,( b3212  and  b3213 )
b3213,1,52.0151256,ER,gltD,472,"glutamate synthase, 4Fe-4S protein, small subunit",c,FALSE,R_GLUSy,0,1,( b3212  and  b3213 )
b1210,1,46.3066363,H,hemA,418,glutamyl tRNA reductase,c,FALSE,R_GLUTRR,0,0,b1210
b2400,1,53.8155195,J,gltX,471,glutamyl-tRNA synthetase,c,FALSE,R_GLUTRS,0,0,b2400
b3653,1,42.4249916,E,gltS,401,glutamate transporter,cp,FALSE,R_GLUt4pp,0,0,b3653
b0507,1,64.73156,R,gcl,593,glyoxylate carboligase,c,FALSE,R_GLXCL,0,0,b0507
b3927,3,29.7798772,G,glpF,281,glycerol facilitator,cp,FALSE,,,,
b3617,1,43.1168993,H,kbl,398,glycine C-acetyltransferase,c,FALSE,R_GLYAT,0,0,b3617
b2240,1,50.3102239,G,glpT,452,sn-glycerol-3-phosphate transporter,cp,FALSE,R_GLYC3Pt6pp,0,0,b2240
b0514,1,38.7343862,G,glxK,381,glycerate kinase II,c,FALSE,R_GLYCK,0,0,b0514
b3124,1,39.104202,G,garK,381,glycerate kinase I,c,FALSE,R_GLYCK2,0,0,b3124
b2904,1,13.8111365,E,gcvH,129,glycine cleavage complex lipoylprotein,c,FALSE,R_GLYCL,0,3,( b2904  and  b2903  and  b2905  and  b0116 )
b2903,1,104.3760221,E,gcvP,957,"glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex",c,FALSE,R_GLYCL,0,3,( b2904  and  b2903  and  b2905  and  b0116 )
b2905,1,40.1465669,E,gcvT,364,"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex",c,FALSE,R_GLYCL,0,3,( b2904  and  b2903  and  b2905  and  b0116 )
b1033,4,35.343262,HE,ghrA,312,glyoxylate/hydroxypyruvate reductase A,c,FALSE,,,,
b2979,3,53.8115166,C,glcD,499,"glycolate oxidase subunit, FAD-linked",c,FALSE,,,,
b4467,3,45.1100024,C,glcF,407,glycolate oxidase 4Fe-4S iron-sulfur cluster subunit,c,FALSE,,,,
b4468,3,38.3608589,C,glcE,350,glycolate oxidase FAD binding subunit,c,FALSE,,,,
b3926,1,56.2305538,C,glpK,502,glycerol kinase,c,FALSE,R_GLYK,0,0,b3926
b0212,1,28.4342592,R,gloB,251,hydroxyacylglutathione hydrolase,c,FALSE,R_GLYOX,0,0,b0212
b3559,1,76.8126091,J,glyS,689,"glycine tRNA synthetase, beta subunit",c,TRUE,R_GLYTRS,0,1,( b3559  and  b3560 )
b3560,1,34.774249,J,glyQ,303,"glycine tRNA synthetase, alpha subunit",c,TRUE,R_GLYTRS,0,1,( b3559  and  b3560 )
b2053,1,42.0466569,M,gmd,373,"GDP-D-mannose dehydratase, NAD(P)-binding",c,TRUE,R_GMAND,0,0,b2053
b3052,2,51.0504178,M,hldE,477,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,c,FALSE,,,,
b0200,1,21.2941768,E,gmhB,191,"D,D-heptose 1,7-bisphosphate phosphatase",c,FALSE,R_GMHEPPA,0,0,b0200
b0104,1,37.3835591,F,guaC,347,GMP reductase,c,FALSE,R_GMPR,0,0,b0104
b2507,1,58.6789996,F,guaA,525,GMP synthetase (glutamine aminotransferase),c,FALSE,R_GMPS2,0,0,b2507
b2029,1,51.481058,G,gnd,468,"6-phosphogluconate dehydrogenase, decarboxylating",c,FALSE,R_GND,0,0,b2029
b4268,1,21.0039154,G,idnK,187,"D-gluconate kinase, thermosensitive",c,FALSE,R_GNK,1,0,( b4268  or  b3437 )
b3437,1,19.5431972,G,gntK,175,gluconate kinase 2,c,FALSE,R_GNK,1,0,( b4268  or  b3437 )
b3449,5,27.4094851,C,ugpQ,247,"glycerophosphodiester phosphodiesterase, cytosolic",c,FALSE,,,,
b2239,5,40.8431958,C,glpQ,358,periplasmic glycerophosphodiester phosphodiesterase,p,FALSE,,,,
b3610,6,9.1374711,O,grxC,83,glutaredoxin 3,c,FALSE,,,,
b0849,6,9.6848124,O,grxA,85,"glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)",c,FALSE,,,,
b1654,6,12.8787188,O,grxD,115,glutaredoxin-4,c,FALSE,,,,
b0477,2,48.4486001,G,gsk,434,inosine/guanosine kinase,c,FALSE,,,,
b2988,2,70.5316492,E,gss,619,fused glutathionylspermidine amidase/glutathionylspermidine synthetase,c,FALSE,,,,
b3500,1,48.7723379,C,gor,450,glutathione oxidoreductase,c,FALSE,R_GTHOr,0,0,b3500
b3447,1,61.767709,E,ggt,580,gamma-glutamyltranspeptidase,p,FALSE,R_GTHRDHpp,0,0,b3447
b0829,1,69.1137459,R,gsiA,623,"glutathione transporter ATP-binding protein, ABC superfamily",cp,FALSE,R_GTHRDabcpp,0,3,( b0829  and  b0830  and  b0831  and  b0832 )
b0830,1,56.4699547,E,gsiB,512,"glutathione periplasmic binding protein, ABC superfamily transporter",cp,FALSE,R_GTHRDabcpp,0,3,( b0829  and  b0830  and  b0831  and  b0832 )
b0831,1,34.0662931,EP,gsiC,306,"glutathione transporter, permease component, ABC superfamily",cp,FALSE,R_GTHRDabcpp,0,3,( b0829  and  b0830  and  b0831  and  b0832 )
b0832,1,33.2381234,EP,gsiD,303,"glutathione transporter, permease component, ABC superfamily",cp,FALSE,R_GTHRDabcpp,0,3,( b0829  and  b0830  and  b0831  and  b0832 )
b2947,1,35.56077,HJ,gshB,316,glutathione synthetase,c,FALSE,R_GTHS,0,0,b2947
b2153,1,24.8305365,H,folE,222,GTP cyclohydrolase I,c,FALSE,R_GTPCI,0,0,b2153
b1277,1,21.8358977,H,ribA,196,GTP cyclohydrolase II,c,FALSE,R_GTPCII2,0,0,b1277
b3779,1,54.8709385,FP,gpp,494,guanosine pentaphosphatase/exopolyphosphatase,c,FALSE,R_GTPDPDP,0,0,b3779
b2883,1,50.2440255,FR,guaD,439,guanine deaminase,c,FALSE,R_GUAD,0,0,b2883
b0238,3,16.9705215,F,gpt,152,guanine-hypoxanthine phosphoribosyltransferase,c,FALSE,,,,
b0125,2,20.1151738,F,hpt,178,hypoxanthine phosphoribosyltransferase,c,FALSE,,,,
b3092,2,53.9869945,G,uxaC,470,uronate isomerase,c,FALSE,,,,
b3875,1,27.2001484,,ompL,230,outer membrane porin L,ep,FALSE,R_H2Otex,7,0,( b1377  or  b0929  or  b2215  or  b0241  or  s0001  or  b3875  or  b1319  or  b0957 )
b1319,1,34.9131019,,ompG,301,outer membrane porin G,ep,FALSE,R_H2Otex,7,0,( b1377  or  b0929  or  b2215  or  b0241  or  s0001  or  b3875  or  b1319  or  b0957 )
b0957,1,37.200596,M,ompA,346,outer membrane protein A (3a;II*;G;d),ep,FALSE,R_H2Otex,7,0,( b1377  or  b0929  or  b2215  or  b0241  or  s0001  or  b3875  or  b1319  or  b0957 )
b0875,1,23.7026853,G,aqpZ,231,aquaporin Z,cp,FALSE,R_H2Otpp,1,0,( b0875  or  s0001 )
b4040,1,32.5116174,H,ubiA,290,p-hydroxybenzoate octaprenyltransferase,c,FALSE,R_HBZOPT,0,0,b4040
b0353,2,41.5506454,G,mhpT,403,putative 3-hydroxyphenylpropionic transporter,cp,FALSE,,,,
b0339,1,23.7641867,P,cynT,219,carbonic anhydrase,c,FALSE,R_HCO3E,1,0,( b0339  or  b0126 )
b0126,1,25.096677,P,can,220,carbonic anhydrase,c,FALSE,R_HCO3E,1,0,( b0339  or  b0126 )
b0261,2,33.422694,E,mmuM,310,CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase,c,FALSE,,,,
b0428,1,32.2483761,O,cyoE,296,protoheme IX farnesyltransferase,c,TRUE,R_HEMEOS,0,0,b0428
b3630,1,30.8722081,,waaP,265,kinase that phosphorylates core heptose of lipopolysaccharide,c,FALSE,R_HEPK1,0,0,b3630
b3625,1,27.4608279,R,waaY,232,lipopolysaccharide core biosynthesis protein,c,FALSE,R_HEPK2,0,0,b3625
b3621,1,35.5436127,M,waaC,319,ADP-heptose:LPS heptosyl transferase I,c,FALSE,R_HEPT1,0,0,b3621
b3620,1,39.0419966,M,waaF,348,ADP-heptose:LPS heptosyltransferase II,c,FALSE,R_HEPT2,0,0,b3620
b3632,1,38.7305255,M,waaQ,344,lipopolysaccharide core biosynthesis protein,c,FALSE,R_HEPT3,0,0,b3632
b3623,1,41.729253,M,waaU,357,lipopolysaccharide core biosynthesis,c,FALSE,R_HEPT4,0,0,b3623
b2104,1,27.3390943,H,thiM,262,hydoxyethylthiazole kinase,c,TRUE,R_HETZK,0,0,b2104
b2388,1,34.7229504,G,glk,321,glucokinase,c,FALSE,R_HEX1,0,0,b2388
b0394,1,32.4996343,KG,mak,302,manno(fructo)kinase,c,FALSE,R_HEX7,0,0,b0394
b2020,1,46.1101673,E,hisD,434,bifunctional histidinal dehydrogenase/ histidinol dehydrogenase,c,FALSE,R_HISTD,0,0,b2020
b2022,2,40.277833,E,hisB,355,fused histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase,c,FALSE,,,,
b2514,1,47.0292542,J,hisS,424,histidyl tRNA synthetase,c,TRUE,R_HISTRS,0,0,b2514
b2309,1,28.4832459,ET,hisJ,260,histidine/lysine/arginine/ornithine transporter subunit,cp,FALSE,R_HISabcpp,0,3,( b2309  and  b2307  and  b2306  and  b2308 )
b0112,4,49.6899519,E,aroP,457,aromatic amino acid transporter,cp,FALSE,,,,
b0349,2,31.9373555,,mhpC,288,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",c,FALSE,,,,
b3805,1,33.8517075,H,hemC,313,hydroxymethylbilane synthase,c,FALSE,R_HMBS,0,0,b3805
b2103,2,28.6335101,H,thiD,266,bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase,c,FALSE,,,,
b2418,4,30.8472626,H,pdxK,283,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,c,FALSE,,,,
b0813,2,31.1683481,R,rhtA,295,threonine and homoserine efflux system,cp,FALSE,,,,
b3824,1,22.4266763,E,rhtB,206,"homoserine, homoserine lactone and S-methyl-methionine efflux pump",cp,FALSE,R_HOMt2pp,1,0,( b0813  or  b3824 )
b0352,1,36.4703324,E,mhpE,337,"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I",c,FALSE,R_HOPNTAL,0,0,b0352
b0142,1,18.0787091,H,folK,159,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,c,FALSE,R_HPPK2,0,0,b0142
b0508,1,29.3773411,G,hyi,258,hydroxypyruvate isomerase,c,FALSE,R_HPYRI,0,0,b0508
b0003,1,33.6235618,E,thrB,310,homoserine kinase,c,FALSE,R_HSK,0,0,b0003
b4013,1,35.7271179,E,metA,309,homoserine O-transsuccinylase,c,FALSE,R_HSST,0,0,b4013
b2021,1,39.3599817,E,hisC,356,histidinol-phosphate aminotransferase,c,FALSE,R_HSTPT,0,0,b2021
b2866,2,81.3205566,C,xdhA,752,"xanthine dehydrogenase, molybdenum binding subunit",c,FALSE,,,,
b2867,2,31.5566849,C,xdhB,292,"xanthine dehydrogenase, FAD-binding subunit",c,FALSE,,,,
b2868,2,16.9217108,C,xdhC,159,"xanthine dehydrogenase, Fe-S binding subunit",c,FALSE,,,,
b0972,3,40.681266,C,hyaA,372,"hydrogenase 1, small subunit",cp,FALSE,,,,
b0973,3,66.2531421,C,hyaB,597,"hydrogenase 1, large subunit",cp,FALSE,,,,
b0974,3,27.5972144,C,hyaC,235,"hydrogenase 1, b-type cytochrome subunit",cp,FALSE,,,,
b2994,3,62.4909015,C,hybC,567,"hydrogenase 2, large subunit",cp,FALSE,,,,
b2997,3,39.6519018,C,hybO,372,"hydrogenase 2, small subunit",cp,FALSE,,,,
b1136,1,45.7565505,C,icd,416,"e14 prophage; isocitrate dehydrogenase, specific for NADP+",c,FALSE,R_ICDHyr,0,0,b1136
b2265,1,48.7643437,HQ,menF,431,isochorismate synthase 2,c,FALSE,R_ICHORS,0,0,b2265
b0593,1,42.9314682,HQ,entC,391,isochorismate synthase 1,c,FALSE,R_ICHORSi,0,0,b0593
b0595,1,32.5542384,Q,entB,285,isochorismatase,c,FALSE,R_ICHORT,0,0,b0595
b4015,1,47.5213756,C,aceA,434,isocitrate lyase,c,FALSE,R_ICL,0,0,b4015
b4267,2,37.1465167,ER,idnD,343,"L-idonate 5-dehydrogenase, NAD-binding",c,FALSE,,,,
b2023,1,21.6527911,E,hisH,196,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF",c,FALSE,R_IG3PS,0,1,( b2023  and  b2025 )
b2025,1,28.4543405,E,hisF,258,"imidazole glycerol phosphate synthase, catalytic subunit with HisH",c,FALSE,R_IG3PS,0,1,( b2023  and  b2025 )
b1262,2,49.3609194,E,trpC,452,fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase,c,FALSE,,,,
b3770,4,34.093515,EH,ilvE,309,branched-chain amino-acid aminotransferase,c,FALSE,,,,
b0026,1,104.2964375,J,ileS,938,isoleucyl-tRNA synthetase,c,TRUE,R_ILETRS,0,0,b0026
b0401,3,46.2085427,E,brnQ,439,"branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val",cp,FALSE,,,,
b2508,1,52.0222732,F,guaB,488,IMP dehydrogenase,c,FALSE,R_IMPD,0,0,b2508
b3265,1,41.3174849,M,acrE,385,cytoplasmic membrane lipoprotein,cp,FALSE,R_INDOLEt2pp,0,1,( b3265  and  b3266 )
b3266,1,111.4539775,V,acrF,1034,multidrug efflux system protein,cp,FALSE,R_INDOLEt2pp,0,1,( b3265  and  b3266 )
b3161,2,44.3323845,E,mtr,414,tryptophan transporter of high affinity,cp,FALSE,,,,
b3679,1,62.0847173,R,yidK,571,putative transporter,cp,TRUE,R_INOSTt4pp,0,0,b3679
b2889,1,20.5081878,I,idi,182,isopentenyl diphosphate isomerase,c,FALSE,R_IPDDI,0,0,b2889
b0073,2,39.5168747,CE,leuB,363,"3-isopropylmalate dehydrogenase, NAD(+)-dependent",c,FALSE,,,,
b0071,2,22.4873828,E,leuD,201,3-isopropylmalate dehydratase small subunit,c,FALSE,,,,
b0072,2,49.8816932,E,leuC,466,3-isopropylmalate dehydratase large subunit,c,FALSE,,,,
b0074,1,57.2976949,E,leuA,523,2-isopropylmalate synthase,c,FALSE,R_IPPS,0,0,b0074
b2342,8,46.5303456,I,fadI,436,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",c,FALSE,,,,
b3845,8,40.8761366,I,fadA,387,3-ketoacyl-CoA thiolase (thiolase I),c,FALSE,,,,
b0918,1,27.6143322,M,kdsB,248,3-deoxy-manno-octulosonate cytidylyltransferase,c,FALSE,R_KDOCT2,0,0,b0918
b3198,1,19.997042,R,kdsC,188,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,c,FALSE,R_KDOPP,0,0,b3198
b1215,1,30.8325925,M,kdsA,284,3-deoxy-D-manno-octulosonate 8-phosphate synthase,c,FALSE,R_KDOPS,0,0,b1215
b4196,1,23.5779934,G,ulaD,216,3-keto-L-gulonate 6-phosphate decarboxylase,c,FALSE,R_KG6PDC,1,0,( b4196  or  b3581 )
b3581,1,23.444673,G,yiaQ,220,3-keto-L-gulonate 6-phosphate decarboxylase,c,FALSE,R_KG6PDC,1,0,( b4196  or  b3581 )
b0698,1,59.1889121,P,kdpA,557,"potassium translocating ATPase, subunit A",cp,FALSE,R_Kabcpp,0,2,( b0698  and  b0697  and  b0696 )
b0697,1,72.1989097,P,kdpB,682,"potassium translocating ATPase, subunit B",cp,FALSE,R_Kabcpp,0,2,( b0698  and  b0697  and  b0696 )
b0696,1,20.2670553,P,kdpC,190,"potassium translocating ATPase, subunit C",cp,FALSE,R_Kabcpp,0,2,( b0698  and  b0697  and  b0696 )
b1250,1,46.0624044,P,kch,417,voltage-gated potassium channel,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b1291,1,37.6605824,V,sapD,330,antimicrobial peptide transport ABC system ATP-binding protein,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b3290,1,50.3675705,P,trkA,458,NAD-binding component of TrK potassium transporter,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b1363,1,53.9435671,P,trkG,485,Rac prophage; potassium transporter subunit,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b3747,1,69.2938556,P,kup,622,potassium transporter,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b3849,1,52.9595165,P,trkH,483,potassium transporter,cp,FALSE,R_Kt2pp,3,4,( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )
b3350,1,66.4109127,P,kefB,601,potassium:proton antiporter,cp,FALSE,R_Kt3pp,3,0,( b3350  or  b0047  or  b1216  or  b0842 )
b0047,1,67.7956012,P,kefC,620,potassium:proton antiporter,cp,FALSE,R_Kt3pp,3,0,( b3350  or  b0047  or  b1216  or  b0842 )
b0842,2,44.3207852,G,mdfA,410,multidrug efflux system protein,cp,FALSE,,,,
b2257,1,62.5422718,M,arnT,550,4-amino-4-deoxy-L-arabinose transferase,p,FALSE,R_LA4NTpp,0,0,b2257
b0344,1,116.4823942,G,lacZ,1024,beta-D-galactosidase,c,FALSE,R_LACZ,0,0,b0344
b2132,1,83.4597276,G,bglX,765,"beta-D-glucoside glucohydrolase, periplasmic",p,FALSE,R_LACZpp,0,0,b2132
b1326,1,26.5578978,E,mpaA,242,murein peptide amidase A,c,FALSE,R_LADGMDH,0,0,b1326
b2799,1,40.5132313,C,fucO,382,"L-1,2-propanediol oxidoreductase",c,FALSE,R_LCARS,0,0,b2799
b2170,1,42.7459438,G,setB,393,lactose/glucose efflux system,cp,FALSE,R_LCTSt3ipp,2,0,( b2170  or  b0070  or  b1528 )
b0070,1,42.7130834,G,setA,392,broad specificity sugar efflux system,cp,FALSE,R_LCTSt3ipp,2,0,( b2170  or  b0070  or  b1528 )
b0343,1,46.5030801,P,lacY,417,lactose permease,cp,FALSE,R_LCTStpp,0,0,b0343
b2133,2,64.6120624,C,dld,571,"D-lactate dehydrogenase, FAD-binding, NADH independent",c,FALSE,,,,
b1380,1,36.5346707,CHR,ldhA,329,"fermentative D-lactate dehydrogenase, NAD-dependent",c,FALSE,R_LDH_D,1,0,( b2133  or  b1380 )
b4054,3,43.5376428,E,tyrB,397,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent",c,FALSE,,,,
b0642,1,97.2334329,J,leuS,860,leucyl-tRNA synthetase,c,TRUE,R_LEUTRS,0,0,b0642
b3458,1,39.3785385,E,livK,369,leucine transporter subunit,cp,FALSE,R_LEUabcpp,1,8,( ( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )  or  ( b3454  and  b3455  and  b3457  and  b3458  and  b3456 ) )
b1651,1,14.9197868,E,gloA,135,"glyoxalase I, Ni-dependent",c,FALSE,R_LGTHL,0,0,b1651
b0622,2,21.7694637,,pagP,186,phospholipid:lipid A palmitoyltransferase,e,FALSE,,,,
b0182,1,42.3823111,M,lpxB,382,tetraacyldisaccharide-1-P synthase,c,FALSE,R_LPADSS,0,0,b0182
b0494,21,23.6220577,E,tesA,208,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,p,FALSE,,,,
b3825,35,38.9780859,I,pldB,340,lysophospholipase L2,c,FALSE,,,,
b0186,1,80.5900182,E,ldcC,713,"lysine decarboxylase 2, constitutive",c,FALSE,R_LYSDC,1,0,( b0186  or  b4131 )
b4131,1,81.2598452,E,cadA,715,"lysine decarboxylase, acid-inducible",c,FALSE,R_LYSDC,1,0,( b0186  or  b4131 )
b4129,1,57.8263415,J,lysU,505,"lysine tRNA synthetase, inducible",c,TRUE,R_LYSTRS,1,0,( b4129  or  b2890 )
b2890,1,57.6031932,J,lysS,505,"lysine tRNA synthetase, constitutive",c,TRUE,R_LYSTRS,1,0,( b4129  or  b2890 )
b2156,1,53.575679,E,lysP,489,lysine transporter,cp,FALSE,R_LYSt2pp,0,0,b2156
b3903,2,47.1992449,G,rhaA,419,L-rhamnose isomerase,c,FALSE,,,,
b3907,2,37.3196856,,rhaT,344,L-rhamnose:proton symporter,cp,FALSE,,,,
b3605,2,42.7280506,C,lldD,396,"L-lactate dehydrogenase, FMN-linked",c,FALSE,,,,
b3600,1,41.1388355,G,mtlD,382,"mannitol-1-phosphate dehydrogenase, NAD-dependent",c,FALSE,R_M1PD,0,0,b3600
b1800,1,40.3147881,CE,dmlA,361,"D-malate oxidase, NAD-dependent; probable tartrate dehydrogenase",c,FALSE,R_MALDDH,0,0,b1800
b4014,1,60.2733275,C,aceB,533,malate synthase A,c,FALSE,R_MALS,1,0,( b4014  or  b2976 )
b2976,1,80.4882257,C,glcB,723,malate synthase G,c,FALSE,R_MALS,1,0,( b4014  or  b2976 )
b2049,1,53.0160877,M,cpsB,478,mannose-1-phosphate guanyltransferase,c,FALSE,R_MAN1PT2,0,0,b2049
b1613,1,42.8497601,G,manA,391,mannose-6-phosphate isomerase,c,FALSE,R_MAN6PI,0,0,b1613
b4323,1,53.5800162,G,uxuB,486,"D-mannonate oxidoreductase, NAD-dependent",c,FALSE,R_MANAO,0,0,b4323
b0731,1,69.6676423,G,mngA,658,fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component,cp,FALSE,R_MANGLYCptspp,0,2,( b0731  and  b2415  and  b2416 )
b0732,1,100.0146177,G,mngB,877,alpha-mannosidase,c,FALSE,R_MANPGH,0,0,b0732
b0334,1,53.9515457,R,prpD,483,2-methylcitrate dehydratase,c,FALSE,R_MCITD,0,0,b0334
b0331,1,32.1345458,G,prpB,296,2-methylisocitrate lyase,c,FALSE,R_MCITL2,0,0,b0331
b0333,1,43.1020076,C,prpC,389,2-methylcitrate synthase,c,FALSE,R_MCITS,0,0,b0333
b1092,1,32.4171102,I,fabD,309,malonyl-CoA-[acyl-carrier-protein] transacylase,c,FALSE,R_MCOATA,0,1,( b1094  and  b1092 )
b2521,1,30.811693,P,sseA,281,3-mercaptopyruvate sulfurtransferase,c,TRUE,R_MCPST,0,0,b2521
b0084,2,63.8771643,M,ftsI,588,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),p,FALSE,,,,
b0635,2,70.8562724,M,mrdA,633,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2),p,FALSE,,,,
b0149,5,94.2921766,M,mrcB,844,fused glycosyl transferase and transpeptidase,"cp,p",FALSE,,,,
b3396,5,93.6357739,M,mrcA,850,fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase,"cp,p",FALSE,,,,
b0632,5,44.4437932,M,dacA,403,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5),p,FALSE,,,,
b3182,9,51.7981255,M,dacB,477,D-alanyl-D-alanine carboxypeptidase,p,FALSE,,,,
b0839,5,43.6087256,M,dacC,400,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6a),p,FALSE,,,,
b2010,5,43.3458757,M,dacD,388,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b),p,FALSE,,,,
b2328,4,30.1365725,M,mepA,274,murein DD-endopeptidase,p,FALSE,,,,
b2134,4,33.8873052,M,pbpG,310,D-alanyl-D-alanine endopeptidase,p,FALSE,,,,
b3236,1,32.3371597,C,mdh,312,"malate dehydrogenase, NAD(P)-binding",c,FALSE,R_MDH,0,0,b3236
b2210,2,60.2293769,R,mqo,548,"malate dehydrogenase, FAD/NAD(P)-binding domain",c,FALSE,,,,
b1479,1,63.1970905,C,maeA,565,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",c,FALSE,R_ME1,0,0,b1479
b2463,1,82.4171056,C,maeB,759,fused malic enzyme predicted oxidoreductase/predicted phosphotransacetylase,c,FALSE,R_ME2,0,0,b2463
b2515,1,40.6834568,I,ispG,372,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,c,FALSE,R_MECDPDH2,0,0,b2515
b2746,1,16.8974757,I,ispF,159,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",c,FALSE,R_MECDPS,0,0,b2746
b4120,1,52.6362025,G,melB,473,melibiose:sodium symporter,cp,FALSE,R_MELIBt2pp,0,0,b4120
b2747,1,25.7371623,I,ispD,236,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,c,FALSE,R_MEPCT,0,0,b2747
b2942,1,41.9514662,H,metK,384,S-adenosylmethionine synthetase,c,FALSE,R_METAT,0,0,b2942
b0198,2,23.2559906,P,metI,217,DL-methionine transporter subunit,cp,FALSE,,,,
b0199,2,37.7882297,P,metN,343,DL-methionine transporter subunit,cp,FALSE,,,,
b0197,2,29.4314905,P,metQ,271,DL-methionine transporter subunit,cp,FALSE,,,,
